source_year,source_series,source_track,source_name,normalized_paper_name,normalized_track,question_count,review_status,note
2024,G,文科,全国甲卷（文）,全国甲卷,文科,2,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2024,G,理科,全国甲卷（理）,全国甲卷,理科,12,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2024,G,,北京卷,北京卷,综合,3,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2024,G,,天津卷,天津卷,综合,2,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2024,G,,新课标III卷,新课标III卷,综合,2,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2024,G,,新课标II卷,新课标II卷,综合,18,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2024,G,,新课标I卷,新课标I卷,综合,18,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2024,M,,2024届Fiddie学派第一次模拟考试,2024届Fiddie学派第一次模拟考试,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2024,M,,八省联考,八省联考,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2024,QJ,,上海交通大学强基计划,上海交通大学强基计划,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2024,QJ,,北京大学强基计划,北京大学强基计划,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2024,XK,,山东冬季学考,山东冬季学考,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2025,G,,上海卷,上海卷,综合,3,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2025,G,,上海春季卷,上海春季卷,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2025,G,,上海春考卷,上海春考卷,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2025,G,,全国II卷,全国II卷,综合,19,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2025,G,,全国I卷,全国I卷,综合,18,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2025,G,,全国一卷,全国一卷,综合,4,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2025,G,,北京卷,北京卷,综合,3,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2025,G,,天津卷,天津卷,综合,3,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2025,M,,2025 年“Fiddie 联盟”模拟测试,2025年“Fiddie联盟”模拟测试,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2025,M,,2025年Fiddie联盟模拟测试,2025年Fiddie联盟模拟测试,综合,2,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2025,M,,港梦杯,港梦杯,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2025,QJ,,清华大学强基计划,清华大学强基计划,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2025,XS,,2025年漫游数海“回归课本联赛”,2025年漫游数海“回归课本联赛”,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2025,XS,,Fiddie联盟模拟测试,Fiddie联盟模拟测试,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2026,G,理科,上海卷（理）,上海卷,理科,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2026,G,,上海春考卷,上海春考卷,综合,3,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2026,G,,全国II卷,全国II卷,综合,14,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2026,G,,新课标I卷,新课标I卷,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2026,G,新高考,新高考I卷,新高考I卷,新高考,18,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2026,JS,,内蒙古预选赛,内蒙古预选赛,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2026,JS,,广东高中联赛预赛,广东高中联赛预赛,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2026,JS,,广州高中联赛预赛,广州高中联赛预赛,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2026,M,,2026年“数海漫游”第一次模拟考试,2026年“数海漫游”第一次模拟考试,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2026,M,,2026年普通高等学校招生全国统一考试数学模拟测试(五),2026年普通高等学校招生全国统一考试数学模拟测试(五),综合,2,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2026,M,,2026年青岛市高三年级第一次适应性检测,2026年青岛市高三年级第一次适应性检测,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2026,M,,武汉市2026届高中毕业生三月调研考试,武汉市2026届高中毕业生三月调研考试,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2026,M,,江苏南京市、盐城市2026届高三年级第一次模拟考试,江苏南京市、盐城市2026届高三年级第一次模拟考试,综合,14,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2026,M,,江苏省苏北七市2026届高三第一次调研测试,江苏省苏北七市2026届高三第一次调研测试,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2026,M,,泉州市2026届高中毕业班模拟考试(一),泉州市2026届高中毕业班模拟考试(一),综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2026,M,,深圳中学2026届高三二轮二阶测试,深圳中学2026届高三二轮二阶测试,综合,19,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2026,M,,深圳市高三年级第一次调研考试,深圳市高三年级第一次调研考试,综合,1,approved,agent-reviewed high confidence: required fields present; track empty or consistent
2026,M,,高三第一次调研测试,高三第一次调研测试,综合,7,approved,agent-reviewed high confidence: required fields present; track empty or consistent
